"hfpxzc href","xxVWCe","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Jaipur+Medical+Directory/data=!4m7!3m6!1s0x396db54f580af30b:0xc2b67728a9252116!8m2!3d26.9048301!4d75.7234673!16s%2Fg%2F11ppm9r6rg!19sChIJC_MKWE-1bTkRFiElqSh3tsI?authuser=0&hl=en&rclk=1","Jaipur Medical Directory","5.0","(1)","Medical group","·","","·","15 Bhairav Nagar, Gas Godown road, Gandhi Path W","Open 24 hours","","·","094625 50946","https://www.jaipurmedicaldirectory.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good portal to find doctors in rajasthan 👍👍👍👍""","",""
"https://www.google.com/maps/place/Dr.+Pankaj+Gulati,+Best+Pulmonologist+in+Jaipur,+Asthma,Allergy,COPD+%26+TB+specialist+doctor/data=!4m7!3m6!1s0x396db4a4f62c01e1:0xb61ae4a2a7df3e43!8m2!3d26.903328!4d75.729358!16s%2Fg%2F11gfnjy690!19sChIJ4QEs9qS0bTkRQz7fp6LkGrY?authuser=0&hl=en&rclk=1","Dr. Pankaj Gulati, Best Pulmonologist in Jaipur, Asthma,Allergy,COPD & TB specialist doctor","4.8","(200)","Medical clinic","·","","·","Shalby hospital Sector 3, near gandhi path underpass 200 ft bypass Chitrakoot","Closed","· Opens 8 am","·","078782 64902","https://www.breathclinic.in/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Pankaj Gulati is a very knowledgeable pulmonologist.""","",""
"https://www.google.com/maps/place/Dr.+Sharda+Mundel/data=!4m7!3m6!1s0x396db57fb201434d:0xb047c8893b8043a0!8m2!3d26.9159667!4d75.7289082!16s%2Fg%2F11ty220lk0!19sChIJTUMBsn-1bTkRoEOAO4nIR7A?authuser=0&hl=en&rclk=1","Dr. Sharda Mundel","4.9","(241)","Dermatologist","·","","Plot No. - 367, Nemi Nagar Vistar Extansion, Vaishali Marg, behind Sanskar Hotel","·","Closed","· Opens 10 am","","070145 52139","http://drshardasskinclinic.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr.+Rajeev+Narang/data=!4m7!3m6!1s0x396db499629171c3:0xcdd305bd74900242!8m2!3d26.9133806!4d75.7376338!16s%2Fg%2F11q94pn1t2!19sChIJw3GRYpm0bTkRQgKQdL0F080?authuser=0&hl=en&rclk=1","Dr. Rajeev Narang","4.8","(93)","Pulmonologist","·","","·","A-288, near Dr Narangs Hospital","Closed","· Opens 10 am","·","0141 235 9270","https://drnarangshospital.com/pulmonology/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent facilities good staff behaviour and doctors""","",""
"https://www.google.com/maps/place/Dr.+Richa+Agnihotri/data=!4m7!3m6!1s0x396db50b10bf511d:0x86a2d21f9467771e!8m2!3d26.9029888!4d75.7322507!16s%2Fg%2F11rct1fcvs!19sChIJHVG_EAu1bTkRHndnlB_SooY?authuser=0&hl=en&rclk=1","Dr. Richa Agnihotri","5.0","(106)","Medical clinic","·","","257, Saraswati Marg, near Chitrakoot Stadium","·","Closed","· Opens 9 am","","073001 18065","https://dragnilifecare.in/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/BNP+Clinic+%26+Rehabilitation+Center,+physiotherapy+Clinic+in+Vaishali+Nagar,+Back+pain,+Neck+Pain+Clinic+in+Vaishali+Nagar/data=!4m7!3m6!1s0x396db30433e06845:0x36a0352165f0c8e7!8m2!3d26.9139006!4d75.7425222!16s%2Fg%2F11h5vzbp7_!19sChIJRWjgMwSzbTkR58jwZSE1oDY?authuser=0&hl=en&rclk=1","BNP Clinic & Rehabilitation Center, physiotherapy Clinic in Vaishali Nagar, Back pain, Neck Pain Clinic in Vaishali Nagar","4.7","(52)","Physiotherapy Center","·","","·","Vaishali Vikas Samiti, C - 109, Gokul Path, near Vaishali Marg","Closed","· Opens 9 am","·","096721 91901","http://bnpclinic.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Rootcure+Homeopathy+Clinic/data=!4m7!3m6!1s0x396db582d925e283:0xbe948a424494ded0!8m2!3d26.9114186!4d75.7419308!16s%2Fg%2F11f659qf8n!19sChIJg-Il2YK1bTkR0N6UREKKlL4?authuser=0&hl=en&rclk=1","Rootcure Homeopathy Clinic","4.9","(127)","Medical clinic","·","","·","S-19, JDA Central Market, Amrapali Marg, opp. Amar Jain Hospital","Closed","· Opens 10 am","·","095879 36936","https://www.rootcure.in/","","Website","","Directions","","On-site services not available","",""
"https://www.google.com/maps/place/Dr+Afzal%27s+Ayurveda+Clinic/data=!4m7!3m6!1s0x396db3f314460951:0x1f9a9a8371871961!8m2!3d26.9111379!4d75.7399238!16s%2Fg%2F11q7b5wgwy!19sChIJUQlGFPOzbTkRYRmHcYOamh8?authuser=0&hl=en&rclk=1","Dr Afzal's Ayurveda Clinic","4.9","(63)","Sexologist","·","","·","First Floor, Shop no. F-5, Vinayak Enclave, Amrapali Marg","Closed","· Opens 10 am","·","080035 99656","https://drafzalayurveda.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr+Vivek+Rungta/data=!4m7!3m6!1s0x396db5a96ade3da3:0x5e9ff34335276ed1!8m2!3d26.897523!4d75.7415805!16s%2Fg%2F11ggflx0g2!19sChIJoz3eaqm1bTkR0W4nNUPzn14?authuser=0&hl=en&rclk=1","Dr Vivek Rungta","4.9","(1,063)","Dermatologist","·","","·","C-8/19-B, Sarathi Marg, Chitrakoot, near SBI Bank Chauraha","Closed","· Opens 10 am","·","094616 65511","http://www.dermacian.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr+Rahul+Nahar+ENT+Vaishali+Nagar-/data=!4m7!3m6!1s0x396db5db94aedcef:0xf04a35f1b1b3a159!8m2!3d26.902001!4d75.7401938!16s%2Fg%2F11v52wpspt!19sChIJ79yulNu1bTkRWaGzsfE1SvA?authuser=0&hl=en&rclk=1","Dr Rahul Nahar ENT Vaishali Nagar-","5.0","(42)","ENT Specialist","·","","Plot 3, Chitrakoot Marg, near Akshardham Temple","Closed","· Opens 5 pm","·","","095094 28868","","","Directions","","","","On-site services","",""
"https://www.google.com/maps/place/Dr+Arun+Sharma+-+MD+Senior+Physician/data=!4m7!3m6!1s0x396db3c0d5b4384b:0xb1d2422976149424!8m2!3d26.9214725!4d75.7427196!16s%2Fg%2F11z00w822y!19sChIJSzi01cCzbTkRJJQUdilC0rE?authuser=0&hl=en&rclk=1","Dr Arun Sharma - MD Senior Physician","4.9","(41)","Doctor","·","","Old Thar Hospital, B-7, Sirsi Rd","Closed","· Opens 4 pm","","","","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best in diagnosing the disease without carrying unnecessary lab tests .""","",""
"https://www.google.com/maps/place/Aastha+clinic/data=!4m7!3m6!1s0x396db36011d03215:0xe7e1f9ab83d4f0d0!8m2!3d26.9137261!4d75.7376689!16s%2Fg%2F1ptw08frl!19sChIJFTLQEWCzbTkR0PDUg6v54ec?authuser=0&hl=en&rclk=1","Aastha clinic","4.8","(77)","Acupuncture clinic","·","","Shop No.52, Basement, Nursery Cir, behind National Handloom","·","Closed","· Opens 9:30 am","","094616 71857","http://www.aasthaclinics.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very good therapy ,good experience, good","Dr",". and very polite staff ."""
"https://www.google.com/maps/place/Dr.+Alok+Chhabra/data=!4m7!3m6!1s0x396db528c5069ad3:0xeec9174d012519f4!8m2!3d26.9164811!4d75.7514231!16s%2Fg%2F11g4jh3cr5!19sChIJ05oGxSi1bTkR9BklAU0Xye4?authuser=0&hl=en&rclk=1","Dr. Alok Chhabra","4.9","(42)","Medical clinic","·","","·","212, Nemisagar Colony, Queens Road, 212, Vaishali Marg","Closed","· Opens 9 am","·","093588 54446","https://www.acurehealthcare.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent service and very humble doctor""","",""
"https://www.google.com/maps/place/Ortho+Wellness+And+Joints+Clinic/data=!4m7!3m6!1s0x396db35c5d6f96f7:0x7437c469df2b1b8a!8m2!3d26.9200741!4d75.7322722!16s%2Fg%2F11rgh761w3!19sChIJ95ZvXVyzbTkRihsr32nEN3Q?authuser=0&hl=en&rclk=1","Ortho Wellness And Joints Clinic","4.8","(21)","Orthopedic clinic","·","","Near hotel NiLax, 130, Anugrah Ln","·","Closed","· Opens 5:30 pm","","082098 30887","http://www.arthroscopyjaipur.in/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good results, patient friendly atmosphere, good behavior of","doctor","."""
"https://www.google.com/maps/place/Ram+Bal+Ent+Centre/data=!4m7!3m6!1s0x396db56591920fbf:0x7e96f11c1799e82a!8m2!3d26.9099219!4d75.7278138!16s%2Fg%2F11ts36mm9s!19sChIJvw-SkWW1bTkRKuiZFxzxln4?authuser=0&hl=en&rclk=1","Ram Bal Ent Centre","4.9","(75)","Otolaryngology clinic","·","","42 A , Maa Karni Nagar, behind karni palace Maharana pratap road, west","Closed","· Opens 8:30 am","·","","096644 93568","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent service and highly recommended ENT","Specialist Dr","Saurabh Gakkhar."""
"https://www.google.com/maps/place/Dr+Kabras+Fertility+Square+and+Cardiac+Care+Center+%7C+Dr+Kabras+Clinic/data=!4m7!3m6!1s0x396db574040cb9ad:0x592b78b18cb9ac0d!8m2!3d26.9037881!4d75.7356908!16s%2Fg%2F11jlqm1p10!19sChIJrbkMBHS1bTkRDay5jLF4K1k?authuser=0&hl=en&rclk=1","Dr Kabras Fertility Square and Cardiac Care Center | Dr Kabras Clinic","4.8","(4)","Medical clinic","·","","ground floor, Unit G1 B 2/440, Roshan Marg Chitrakoot","·","Closed","· Opens 4 am","","081079 98382","https://drkabrasclinic.com/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Girraj+Goyal+Eye+%26+Ortho+Care+Jaipur/data=!4m7!3m6!1s0x396db49f93fbf2db:0x421fbacfecfdd0ae!8m2!3d26.9110171!4d75.7383003!16s%2Fg%2F1thqf4vp!19sChIJ2_L7k5-0bTkRrtD97M-6H0I?authuser=0&hl=en&rclk=1","Girraj Goyal Eye & Ortho Care Jaipur","4.3","(74)","Eye care center","·","","Vaishali Tower II, F-102, 1st Floor, Nursery Cir","·","Closed","· Opens 5 pm","","077270 48697","http://girrajgoyaleyehospital.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I am a","medical","student and I can surely say that he is the best in Vaishali!"""
"https://www.google.com/maps/place/Dr.+Ajit+Diagnostic+Centre/data=!4m7!3m6!1s0x396db49e658e0a75:0x494952d67645879d!8m2!3d26.910874!4d75.742021!16s%2Fg%2F1yfj5p20c!19sChIJdQqOZZ60bTkRnYdFdtZSSUk?authuser=0&hl=en&rclk=1","Dr. Ajit Diagnostic Centre","3.7","(34)","Diagnostic center","·","","·","Closed","· Opens 8 am","S 28, JDA Central Market, opposite GOVT DISPENSARYBODY SHOP","·","0141 235 0237","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Committed and courteous staff, responsive and most professional!""","",""
"https://www.google.com/maps/place/Dr.+Sunil+Agarwal/data=!4m7!3m6!1s0x396db3625cfd2923:0x39da04e4ea8e2879!8m2!3d26.9109734!4d75.7296763!16s%2Fg%2F11clshlx5k!19sChIJIyn9XGKzbTkReSiO6uQE2jk?authuser=0&hl=en&rclk=1","Dr. Sunil Agarwal","4.9","(105)","Pediatrician","·","","·","212, Karni Palace Rd, near Cradle Children Hospital","Closed","· Opens 10:30 am","·","0141 404 8448","https://www.practo.com/jaipur/doctor/dr-sunil-agarwal-pediatrician-2","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very experienced doctor, always knows the exact cause n treatment.""","",""
"https://www.google.com/maps/place/DR.+YOJNA%27S+DENTAL+CLINIC+%28Digital+smile+design+and+Implant+centre%29/data=!4m7!3m6!1s0x396db4bd2a7cf229:0x50885715d7f1b3f8!8m2!3d26.9020359!4d75.7338766!16s%2Fg%2F11b6tc5s47!19sChIJKfJ8Kr20bTkR-LPx1xVXiFA?authuser=0&hl=en&rclk=1","DR. YOJNA'S DENTAL CLINIC (Digital smile design and Implant centre)","4.8","(326)","Dental clinic","·","","B-2/521","·","Closed","· Opens 10 am","","075682 21665","http://www.dryojnadentalclinic.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr.Denti+smile+dental+hospital/data=!4m7!3m6!1s0x396db49e4ee59b45:0xb37d1a2f9d399a09!8m2!3d26.9112511!4d75.7408581!16s%2Fg%2F11gfnh0s1d!19sChIJRZvlTp60bTkRCZo5nS8afbM?authuser=0&hl=en&rclk=1","Dr.Denti smile dental hospital","5.0","(227)","Dentist","·","","Sr-1A and Sr-2A, F-block, Shri Suresh Bhawan, near Tata indicom office","·","Closed","· Opens 10 am Wed","","087699 93530","http://www.dentismile.dentee.in/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr.+Arjun+Singh+Shekhawat+Urologist,+Andrologist+%28+Male+Sexual+Health+Expert%29+Jaipur+Rajasthan/data=!4m7!3m6!1s0x396db57c58e5272d:0xf4b04fd9a3e47c40!8m2!3d26.9018192!4d75.740117!16s%2Fg%2F11g25gqf_h!19sChIJLSflWHy1bTkRQHzko9lPsPQ?authuser=0&hl=en&rclk=1","Dr. Arjun Singh Shekhawat Urologist, Andrologist ( Male Sexual Health Expert) Jaipur Rajasthan","4.9","(254)","Urologist","·","","·","Iconix Hospital (Urology, Andrology & Kidney Disease Centre Opposite Swami Narayan mandir gate, 1, Chitrakoot Marg","Closed","· Opens 9 am","·","094093 71607","https://drarjunsinghshekhawat.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr.+Moolchandani+Homeopathy/data=!4m7!3m6!1s0x396db515b549e41f:0x28d98618597ca21d!8m2!3d26.9111213!4d75.7394027!16s%2Fg%2F11g18wv4q6!19sChIJH-RJtRW1bTkRHaJ8WRiG2Sg?authuser=0&hl=en&rclk=1","Dr. Moolchandani Homeopathy","4.3","(34)","Medical clinic","·","","102 -103, First Floor, Ganpati Tower, Near, Nursery Cir","·","Closed","· Opens 8 am","","077910 77910","http://www.drmoolchandani.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They are highly skilled, compassionate, and truly care about their patients.""","",""
"https://www.google.com/maps/place/Rathi+Hospital+-+Best+Orthopaedic+%26+Gynecology+Hospital+in+Vaishali+Nagar+Jaipur/data=!4m7!3m6!1s0x396db53f7749a6b9:0xe6c59b003b488149!8m2!3d26.9116143!4d75.7285529!16s%2Fg%2F11tf6297rf!19sChIJuaZJdz-1bTkRSYFIOwCbxeY?authuser=0&hl=en&rclk=1","Rathi Hospital - Best Orthopaedic & Gynecology Hospital in Vaishali Nagar Jaipur","4.3","(29)","Hospital","·","","·","Maa Karni Nagar, Block A, Panchyawala, Karni Palace Rd, opp. Indian Oil Petrol Pump","Open 24 hours","","·","094607 10662","https://sites.google.com/view/rathi-hospital/home","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","doctors","are very experienced and provide excellent care."""
"https://www.google.com/maps/place/Dr.+Rimmi+Shekhawat%27s+Marudhar+Dental+Centre+-+Dentist+in+Jaipur/data=!4m7!3m6!1s0x396db49c40000001:0x46bb61692699a5b8!8m2!3d26.9165673!4d75.7433272!16s%2Fg%2F1td31fvk!19sChIJAQAAQJy0bTkRuKWZJmlhu0Y?authuser=0&hl=en&rclk=1","Dr. Rimmi Shekhawat's Marudhar Dental Centre - Dentist in Jaipur","4.9","(1,975)","Dental clinic","·","","·","2nd / 3rd Floor, Plot No.18, Gautam Marg, near PSJ Jewellers","Closed","· Opens 9:30 am","·","096361 80333","https://marudhardentalclinic.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr.+Bhupendra+Vaishnav/data=!4m7!3m6!1s0x396db499ef806c13:0xb2ceb66999138935!8m2!3d26.912199!4d75.739989!16s%2Fg%2F11gglq4jfs!19sChIJE2yA75m0bTkRNYkTmWm2zrI?authuser=0&hl=en&rclk=1","Dr. Bhupendra Vaishnav","4.9","(255)","Medical clinic","·","","·","Ground Floor, Synovium Rheumatology clinic, C-418, behind Vaishali Post Office, near Nursery Circle","Closed","· Opens 9 am","·","089494 13041","https://synoviumrheumatology.com/","","Website","","Directions","","On-site services not available","",""
"https://www.google.com/maps/place/Dr.+Tushar+Kant+-+Psychiatrist+in+Jaipur+%7C+Mind+%26+De-addiction+Specialist/data=!4m7!3m6!1s0x396db5ac7041ca8d:0xe4961edf914d12e9!8m2!3d26.9020403!4d75.7396661!16s%2Fg%2F11fxx534zg!19sChIJjcpBcKy1bTkR6RJNkd8eluQ?authuser=0&hl=en&rclk=1","Dr. Tushar Kant - Psychiatrist in Jaipur | Mind & De-addiction Specialist","4.8","(102)","Psychiatrist","·","","·","Plot No. 4, Near Akshardham Mandir Chitrakoot","Closed","· Opens 3 pm","·","099509 99980","http://www.drtusharkant.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/P-ESTHETICO+CLINIC+%26+ACADEMY/data=!4m7!3m6!1s0x396db52421a9e8e7:0x49292e54085ed3e4!8m2!3d26.9148959!4d75.7387514!16s%2Fg%2F11v3llrrp0!19sChIJ5-ipISS1bTkR5NNeCFQuKUk?authuser=0&hl=en&rclk=1","P-ESTHETICO CLINIC & ACADEMY","4.9","(243)","Skin care clinic","·","","B-112, Vaishali Marg, opp. Brightland School, near Tanishq Jewellery","·","Closed","· Opens 10 am","","097722 81117","https://www.pestheticoclinic.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent care, great hygiene, and satisfying results.""","",""
"https://www.google.com/maps/place/Hridaya+Rekha/data=!4m7!3m6!1s0x396db49815fbda6d:0x1089e65ee3441ade!8m2!3d26.9026758!4d75.7385825!16s%2Fg%2F11cmydydyq!19sChIJbdr7FZi0bTkR3hpE417miRA?authuser=0&hl=en&rclk=1","Hridaya Rekha","5.0","(56)","Medical clinic","·","","·","Closed","· Opens 8:30 am","C1/518, Vijay Path","·","092145 56002","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent doctor as well as supporting staff.""","",""
"https://www.google.com/maps/place/Dental+Avenue+Clinic+-+Dr+Pooja+Goyal/data=!4m7!3m6!1s0x396db482a0300475:0xe09b53016b3c1837!8m2!3d26.9139895!4d75.7503795!16s%2Fg%2F11c3thz2px!19sChIJdQQwoIK0bTkRNxg8awFTm-A?authuser=0&hl=en&rclk=1","Dental Avenue Clinic - Dr Pooja Goyal","5.0","(84)","Dentist","·","","·","467, Nemi Sagar","Closed","· Opens 9 am","·","098294 95869","http://www.dentalavenuejaipur.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr+Lal+PathLabs+-+Vaishali+Nagar/data=!4m7!3m6!1s0x396db5d86425ffb1:0xe0a284174ea756a1!8m2!3d26.9017419!4d75.7421117!16s%2Fg%2F11zbff_xym!19sChIJsf8lZNi1bTkRoVanTheEouA?authuser=0&hl=en&rclk=1","Dr Lal PathLabs - Vaishali Nagar","4.7","(9)","Diagnostic center","·","","206 Govind Nagar Chitrakoot, near Akshardham Mandir Road","·","Closed","· Opens 8 am","","091169 11115","http://www.lalpathlabs.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr.+Himanshu+Gupta+Cardiologist+Vaishali+Nagar/data=!4m7!3m6!1s0x396db506d50b8293:0x755d164cd9c75ca7!8m2!3d26.9053848!4d75.7320967!16s%2Fg%2F11h9pmhyz7!19sChIJk4IL1Qa1bTkRp1zH2UwWXXU?authuser=0&hl=en&rclk=1","Dr. Himanshu Gupta Cardiologist Vaishali Nagar","5.0","(681)","Cardiologist","·","","Enclave, Ground Floor, Neurocardio Care Clinic, Jai Ambay Tower, 3/21, Saraswati Marg","·","Closed","· Opens 8 am","","086965 20088","https://www.neurocardiocare.in/cardiologist-in-jaipur/","","Website","","Directions","","On-site services not available","",""
"https://www.google.com/maps/place/Neelkanth+IVF+Center+in+Jaipur+%7C+Best+IUI,+ICSI,+Fertility,+Doctor,+Specialist,+IVF+Treatment+in+Jaipur/data=!4m7!3m6!1s0x396db54ea52a7099:0x71205df003a3a9cf!8m2!3d26.905606!4d75.7417887!16s%2Fg%2F11hxbnfc96!19sChIJmXAqpU61bTkRz6mjA_BdIHE?authuser=0&hl=en&rclk=1","Neelkanth IVF Center in Jaipur | Best IUI, ICSI, Fertility, Doctor, Specialist, IVF Treatment in Jaipur","4.6","(347)","Fertility clinic","·","","·","16, Gandhi Path Rd","Open 24 hours","","·","080 6823 4752","https://neelkanthivfcentre.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They have a very caring staff who know exactly what they are doing.""","",""
"https://www.google.com/maps/place/Dr+Sethi%27s+Dental+Clinic/data=!4m7!3m6!1s0x396db4a0b2cce98b:0xfad4f274a0c240f8!8m2!3d26.9114356!4d75.7317538!16s%2Fg%2F11c5b2n2yn!19sChIJi-nMsqC0bTkR-EDCoHTy1Po?authuser=0&hl=en&rclk=1","Dr Sethi's Dental Clinic","4.9","(140)","Dentist","·","","·","Closed","· Opens 10 am","42, G1, Amrapali Marg, beside SDC Aishwarya Heights","·","094610 17929","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""An excellent doctor knows his job is competent.His fees are very reasonable.""","",""
"https://www.google.com/maps/place/Derma+Magnetica+Clinic,+Vaishali+Nagar/data=!4m7!3m6!1s0x396db5882d1869b9:0x4972983948723dbb!8m2!3d26.9039716!4d75.7391268!16s%2Fg%2F11j032_jxt!19sChIJuWkYLYi1bTkRuz1ySDmYckk?authuser=0&hl=en&rclk=1","Derma Magnetica Clinic, Vaishali Nagar","4.7","(489)","Medical clinic","·","","Swami Narayan Crossing, Plot No. 124 A, near ICICI Bank","·","Closed","· Opens 10 am","","097218 97219","https://www.dermamagnetica.in/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Clove+Dental+Clinic+-+Vaishali+Nagar,+Jaipur/data=!4m7!3m6!1s0x396db36227530571:0x7c0d69d7e71c1580!8m2!3d26.915097!4d75.7430388!16s%2Fg%2F11c20b9bxl!19sChIJcQVTJ2KzbTkRgBUc59dpDXw?authuser=0&hl=en&rclk=1","Clove Dental Clinic - Vaishali Nagar, Jaipur","4.7","(929)","Dental clinic","·","","·","Vaishali Marg, next to Vaishali Hospital","Closed","· Opens 10 am","·","011 3802 5678","https://clovedental.in/dentist-near-me/jaipur/vaishali-nagar?utm_source=website&utm_medium=gmb&utm_campaign=Jaipur_Vaishali_Nagar_GMB_Jaipur","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Sakhiya+Skin+Clinic+-+Best+Skin+Clinic+In+Jaipur/data=!4m7!3m6!1s0x396db5a15248fb2f:0x641dda49b86a4ccc!8m2!3d26.910788!4d75.7527501!16s%2Fg%2F11vxpgjxrr!19sChIJL_tIUqG1bTkRzExquEnaHWQ?authuser=0&hl=en&rclk=1","Sakhiya Skin Clinic - Best Skin Clinic In Jaipur","4.9","(328)","Skin care clinic","·","","Plot No. 08, Queens Rd","·","Closed","· Opens 10 am","","1800 120 070 000","https://www.sakhiyaskinclinic.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=jaipur","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","doctor","was professional and explained everything clearly."""
"https://www.google.com/maps/place/Dr+Anshu+Kabra+-+Interventional+Cardiologist%7C%7C+Heart+Failure+%5C+CRT-D+%26+Pacemaker+Specialist%7C+Structural+Specialist+In+Jaipur/data=!4m7!3m6!1s0x396db3912cd910e9:0x64dbd4547f28fe8c!8m2!3d26.9037501!4d75.7356187!16s%2Fg%2F11gm6ld00d!19sChIJ6RDZLJGzbTkRjP4of1TU22Q?authuser=0&hl=en&rclk=1","Dr Anshu Kabra - Interventional Cardiologist|| Heart Failure \ CRT-D & Pacemaker Specialist| Structural Specialist In Jaipur","4.9","(230)","Medical clinic","·","","·","Unit G2 ground floor B-2/440, arpit apartment, chitrakoot, Sector 2 Road","Closed","· Opens 8 am","·","081079 98382","https://dranshukabracardiologist.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr.+Shyam+Sunder+Sharma/data=!4m7!3m6!1s0x396db48493c29741:0x43eba2974785b6cd!8m2!3d26.9067699!4d75.7506175!16s%2Fg%2F11c6043rkz!19sChIJQZfCk4S0bTkRzbaFR5ei60M?authuser=0&hl=en&rclk=1","Dr. Shyam Sunder Sharma","3.8","(517)","Gastroenterologist","·","","107, Lane No. 3","Closed","· Opens 8 am","·","","0141 235 8214","","","Directions","","","","On-site services","",""
"https://www.google.com/maps/place/Dr+Goyal+Heart+%26+Women%27s+Clinic/data=!4m7!3m6!1s0x396db5467c4ab1eb:0x3db4eaee5890d312!8m2!3d26.9023366!4d75.7338041!16s%2Fg%2F11gjp5r6zt!19sChIJ67FKfEa1bTkREtOQWO7qtD0?authuser=0&hl=en&rclk=1","Dr Goyal Heart & Women's Clinic","5.0","(24)","Doctor","·","","near chitrakoot stadium","·","Closed","· Opens 8 am","","089340 76703","http://www.goyalheartwomenclinic.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent doctor—very kind, patient, and knowledgeable.""","",""
"https://www.google.com/maps/place/Enhance+Women+Clinic+in+Jaipur,+gynecologist+Clinic+in+Jaipur,+gynecology+Clinic+Vaishali+Nagar/data=!4m7!3m6!1s0x396db38f01b7eec9:0x2713c6144fdaeb03!8m2!3d26.9210362!4d75.7464916!16s%2Fg%2F11swpd2zjc!19sChIJye63AY-zbTkRA-vaTxTGEyc?authuser=0&hl=en&rclk=1","Enhance Women Clinic in Jaipur, gynecologist Clinic in Jaipur, gynecology Clinic Vaishali Nagar","5.0","(10)","Women's health clinic","·","","·","Closed","· Opens 4 pm","A, 142, Garud Marg","·","094600 77909","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Dr","ajaypal Singh is a highly skilled nd experienced"
"https://www.google.com/maps/place/Swarna+Cosmetics/data=!4m7!3m6!1s0x46feac97bf62feeb:0x3f1293f8653320b0!8m2!3d26.9165424!4d75.7433292!16s%2Fg%2F11txtljrm_!19sChIJ6_5iv5es_kYRsCAzZfiTEj8?authuser=0&hl=en&rclk=1","Swarna Cosmetics","5.0","(388)","Skin care clinic","·","","·","3rd Floor, Plot No. 18, Gautam Marg, near PSJ Jewellers","Closed","· Opens 10 am","·","097999 67688","https://swarnacosmetics.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","doctors","are exceptionally skilled, and the fees are quite reasonable."""
