"hfpxzc href","xxVWCe","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Dr+Anupriya%27s+Child+Clinic+MBBS%28MAMC%29+,MD+PEDIATRICS+%28UCMS%29,+MRCPCH%28UK%29+1+%262,+MIAP/data=!4m7!3m6!1s0x396db5d8174ce5f9:0x48663d08d4c1c5d5!8m2!3d26.9115883!4d75.7312235!16s%2Fg%2F11h138qt7f!19sChIJ-eVMF9i1bTkR1cXB1Ag9Zkg?authuser=0&hl=en&rclk=1","Dr Anupriya's Child Clinic MBBS(MAMC) ,MD PEDIATRICS (UCMS), MRCPCH(UK) 1 &2, MIAP","4.9","(250)","Pediatrician","·","","Plot no 10 A, 4, Shiv Path","·","Closed","· Opens 10 am","","098997 70484","http://www.dranupriyachildclinic.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr+Abhishek+Gupta+Orthopedic+Vaishali+Nagar+Jaipur/data=!4m7!3m6!1s0x396db35c41dfe72b:0xcb7d50a9c486613d!8m2!3d26.9203119!4d75.7324292!16s%2Fg%2F11hd6zs9m4!19sChIJK-ffQVyzbTkRPWGGxKlQfcs?authuser=0&hl=en&rclk=1","Dr Abhishek Gupta Orthopedic Vaishali Nagar Jaipur","5.0","(767)","Orthopedic surgeon","·","","·","130, Rajendra Nagar, Krishan Path, Sirsi Rd, near Hotel Nilax","Open 24 hours","","·","088243 00943","https://www.arthroscopyjaipur.in/","","Website","","Directions","","On-site services not available","",""
"https://www.google.com/maps/place/Gupta%27s+Clinic/data=!4m7!3m6!1s0x396db52b512bd695:0xfa71f07648d79b0!8m2!3d26.91208!4d75.7307697!16s%2Fg%2F11fn4ns1jn!19sChIJldYrUSu1bTkRsHmNZAcfpw8?authuser=0&hl=en&rclk=1","Gupta's Clinic","","","Medical clinic","·","","·","Closed","· Opens 4 pm","18 Nand Vihar, Opp Tamanna Tower, Near Amrapali Under Bridge","·","094145 40921","","","Directions","","","","","",""
"https://www.google.com/maps/place/Dr+Manoj+Kumar+Jain/data=!4m7!3m6!1s0x396db5c4cccfe01f:0xbad63a70b2c4bab3!8m2!3d26.9142236!4d75.7443157!16s%2Fg%2F1v8y2fx8!19sChIJH-DPzMS1bTkRs7rEsnA61ro?authuser=0&hl=en&rclk=1","Dr Manoj Kumar Jain","4.8","(74)","Doctor","·","","·","Closed","· Opens 8:30 am","Q no 40, opposite INOX CINEMA","·","094142 05023","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""1st time meet is DR Manoj Jain awsome meeting thanku doctor my recovery fast""","",""
"https://www.google.com/maps/place/Dr+Amit+Bhatnagar/data=!4m7!3m6!1s0x396db571198adab1:0x66b225161c2843c4!8m2!3d26.9062758!4d75.7478296!16s%2Fg%2F11h12rtyh2!19sChIJsdqKGXG1bTkRxEMoHBYlsmY?authuser=0&hl=en&rclk=1","Dr Amit Bhatnagar","5.0","(115)","Doctor","·","","·","Closed","· Opens 5 pm","291b, Lane No. 8","·","097839 20000","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The diagnosis, treatment, and follow-up, everything is perfect.""","",""
"https://www.google.com/maps/place/Vaishali+Hospital+%26+Surgical+Research+Center/data=!4m7!3m6!1s0x396db49dfa206699:0x48f2c675f7cf3add!8m2!3d26.9114321!4d75.7301723!16s%2Fg%2F1tmg4yv1!19sChIJmWYg-p20bTkR3TrP93XG8kg?authuser=0&hl=en&rclk=1","Vaishali Hospital & Surgical Research Center","4.1","(244)","Hospital","·","","·","69, Nand vihar, Main, Amrapali Marg","Open 24 hours","","·","087697 60077","http://www.vaishalihospital.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great","doctor",", great staff, unbelievable price and the best care."""
"https://www.google.com/maps/place/Outbloom+clinics/data=!4m7!3m6!1s0x396db485a588b3a1:0x69fef65640ecf43b!8m2!3d26.911202!4d75.7303014!16s%2Fg%2F11b6hzrqmt!19sChIJobOIpYW0bTkRO_TsQFb2_mk?authuser=0&hl=en&rclk=1","Outbloom clinics","4.8","(3,104)","Dermatologist","·","","·","pulia, Plot. No- 5, Amrapali Marg, Near Karni Palace","Closed","· Opens 10 am","·","095717 01956","http://outbloomclinics.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr.+Raj+Kumar+Gupta+%28+City+Family+Clinic%29+-+Best+Gastroenterologist+in+Jaipur/data=!4m7!3m6!1s0x396db49c3ffffffb:0x72e39923af2276d6!8m2!3d26.8987591!4d75.7353028!16s%2Fg%2F1tnpcv59!19sChIJ-___P5y0bTkR1nYiryOZ43I?authuser=0&hl=en&rclk=1","Dr. Raj Kumar Gupta ( City Family Clinic) - Best Gastroenterologist in Jaipur","4.9","(136)","Surgeon","·","","·","Jayshree Periwal School, 6/7,Chitrakoot Yojna, opposite Gate No. 6","Closed","· Opens 5 pm","·","098290 87431","https://doctorrajkumargupta.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Janta+Clinic/data=!4m7!3m6!1s0x396db5373f0dd541:0xe2cfeead64e3ef87!8m2!3d26.9029562!4d75.7394527!16s%2Fg%2F11s0d6vjhb!19sChIJQdUNPze1bTkRh-_jZK3uz-I?authuser=0&hl=en&rclk=1","Janta Clinic","3.0","(4)","Doctor","·","","Shop number, 46, Chitrakoot Marg","","","","","075684 05939","","","Directions","","","","","",""
"https://www.google.com/maps/place/SkinEva+Clinic/data=!4m7!3m6!1s0x396db584333d8fc3:0x2e6bcffa00c80e2b!8m2!3d26.9114292!4d75.7501881!16s%2Fg%2F11mn88hnsw!19sChIJw489M4S1bTkRKw7IAPrPay4?authuser=0&hl=en&rclk=1","SkinEva Clinic","4.9","(330)","Dermatologist","·","","2nd Floor, 159, Amrapali Marg","·","Closed","· Opens 10:30 am","","085618 22225","https://drkothiwalaskineva.com/dermatologist-skin-specialist-in-vaishali-nagar/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","doctor","and staff are extremely professional, friendly, and caring."""
"https://www.google.com/maps/place/Cradle+Children+Hospital/data=!4m7!3m6!1s0x396db4be9a884b5d:0x57b3d48576ea6b95!8m2!3d26.9110196!4d75.7297841!16s%2Fg%2F11bzy67xlt!19sChIJXUuImr60bTkRlWvqdoXUs1c?authuser=0&hl=en&rclk=1","Cradle Children Hospital","4.8","(2,478)","Children's hospital","·","","·","212","Open 24 hours","","·","083770 10161","https://cradlehospital.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","doctors","are extremely knowledgeable, patient, and compassionate."""
"https://www.google.com/maps/place/Dr.+Vaibhav+Agnihotri/data=!4m7!3m6!1s0x396db5165240e5e1:0xad2ecde5430bed14!8m2!3d26.9029968!4d75.7322594!16s%2Fg%2F11rct2hkzk!19sChIJ4eVAUha1bTkRFO0LQ-XNLq0?authuser=0&hl=en&rclk=1","Dr. Vaibhav Agnihotri","4.9","(341)","Child health care center","·","","257, Saraswati Marg, near Chitrakoot Stadium","·","Closed","· Opens 9 am","","081975 61760","https://dragnilifecare.in/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""His diagnosis, prescribed treatment and overall guidance were spot on.""","",""
"https://www.google.com/maps/place/Dr.+Puneet+Saxena/data=!4m7!3m6!1s0x396db4852d229241:0x1803bf2ab0ec82e5!8m2!3d26.9138228!4d75.7429858!16s%2Fg%2F11gb3mlll0!19sChIJQZIiLYW0bTkR5YLssCq_Axg?authuser=0&hl=en&rclk=1","Dr. Puneet Saxena","3.6","(103)","Diabetologist","·","","C167","Closed","· Opens 6 pm","·","","082902 22425","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""He is very intelligent doctor and identify disease accurately.""","",""
"https://www.google.com/maps/place/Dr+Abhimanyu+Singh+Shekhawat/data=!4m7!3m6!1s0x396db5368fb77665:0xfc572b11d337c521!8m2!3d26.9017687!4d75.7399953!16s%2Fg%2F11ybnlxldj!19sChIJZXa3jza1bTkRIcU30xErV_w?authuser=0&hl=en&rclk=1","Dr Abhimanyu Singh Shekhawat","4.9","(35)","Medical clinic","·","","D9 /90, opp. Akshardham Mandir Road","Closed","· Opens 2 pm","·","","073571 82132","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The treatment they provided was very effective, and I felt much better soon.""","",""
"https://www.google.com/maps/place/Dr.+Anima+Sharma/data=!4m7!3m6!1s0x396db5d91d09d5bb:0x4ac40e7212562429!8m2!3d26.90343!4d75.7292445!16s%2Fg%2F11pfcgmzfg!19sChIJu9UJHdm1bTkRKSRWEnIOxEo?authuser=0&hl=en&rclk=1","Dr. Anima Sharma","4.9","(73)","Doctor","·","","Shalby Multi-Specialty Hospital, Ajmer Expressway 200 Feet Bypass Road, near Gandhi Path","·","Closed","· Opens 10 am","","097991 80555","http://dranimasharma.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Diagnosis, treatment and counseling at excellent levels.""","",""
"https://www.google.com/maps/place/Dr+Neha+Gupta/data=!4m7!3m6!1s0x396db523733e9f3b:0x299aea54c8d344e2!8m2!3d26.9055411!4d75.7373997!16s%2Fg%2F11hz1trdtx!19sChIJO58-cyO1bTkR4kTTyFTqmik?authuser=0&hl=en&rclk=1","Dr Neha Gupta","5.0","(186)","Medical clinic","·","","C-1/39, Chitrakoot Marg","Closed","· Opens 9 am","·","","087400 07979","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Doctor has Excellent diagnosis and treatment and polite nature...""","",""
"https://www.google.com/maps/place/Dr.+Lokendra+Tyagi+-Eye+Specialist+Doctor+%7CBest+Hospital+%26+Clinic+in+Vaishali+Nagar+%26+Nearby+%7CRGHS+Facility+Available/data=!4m7!3m6!1s0x396db5574ef3bfad:0x59bee9635bc9c377!8m2!3d26.9107274!4d75.7359878!16s%2Fg%2F11h05bnkv4!19sChIJrb_zTle1bTkRd8PJW2Ppvlk?authuser=0&hl=en&rclk=1","Dr. Lokendra Tyagi -Eye Specialist Doctor |Best Hospital & Clinic in Vaishali Nagar & Nearby |RGHS Facility Available","4.3","(136)","Eye care center","·","","·","AA-31, Amrapali Marg","Closed","· Opens 9 am","·","080584 58065","https://www.drlokendratyagi.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr.+Chauhan%27s+Homoeopathy/data=!4m7!3m6!1s0x396db3846bc4385f:0xb990a6ac61fd7565!8m2!3d26.9152068!4d75.7306724!16s%2Fg%2F11lfg4z7j5!19sChIJXzjEa4SzbTkRZXX9YaymkLk?authuser=0&hl=en&rclk=1","Dr. Chauhan's Homoeopathy","5.0","(14)","Medical clinic","·","","A-5, Vaishali Marg","Closed","· Opens 5:30 pm","·","","079765 99048","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best treatment""","",""
"https://www.google.com/maps/place/Dr.+Vidhi%E2%80%99s+Dermacure+Skin+Centre/data=!4m7!3m6!1s0x396db33aeb7d9e2d:0x11796a79ac581f7e!8m2!3d26.9150566!4d75.7370265!16s%2Fg%2F11ghnbt5dx!19sChIJLZ596zqzbTkRfh9YrHlqeRE?authuser=0&hl=en&rclk=1","Dr. Vidhi’s Dermacure Skin Centre","4.9","(861)","Dermatologist","·","","·","First Floor, B-93, Vaishali Marg","Closed","· Opens 1 pm","·","093528 43774","https://www.dermacureskincentre.com/","","Website","","Directions","","On-site services not available","",""
"https://www.google.com/maps/place/Global+Heart+%26+General+Hospital/data=!4m7!3m6!1s0x396db4a23c541363:0x231d7092f6f4951b!8m2!3d26.9056966!4d75.7386902!16s%2Fg%2F1tdc85xr!19sChIJYxNUPKK0bTkRG5X09pJwHSM?authuser=0&hl=en&rclk=1","Global Heart & General Hospital","3.5","(833)","General hospital","·","","·","C1, Gandhi Path, 27-29, Narayani Path, opposite Bharat Apartment","Open 24 hours","","·","0141 400 6290","https://globalheartjpr.org/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Dr",". Subhash Sir diagnosed her quickly and admitted her for treatment."""
"https://www.google.com/maps/place/Signature+Skin+Clinic/data=!4m7!3m6!1s0x396db482ff3a7257:0x383ff603bed61eda!8m2!3d26.9116536!4d75.7513377!16s%2Fg%2F11b_2dkvjy!19sChIJV3I6_4K0bTkR2h7WvgP2Pzg?authuser=0&hl=en&rclk=1","Signature Skin Clinic","4.8","(1,406)","Dermatologist","·","","Khandaka Tower, 181, Amrapali Marg","·","Closed","· Opens 11 am Wed","","094612 88880","https://signatureskin.co.in/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","doctor","diagnosed accurately and the treatment worked well."""
"https://www.google.com/maps/place/HOPE+Hospitals,+Vaishali+Nagar/data=!4m7!3m6!1s0x396db5495b6f1017:0xb764b9d13571f418!8m2!3d26.901904!4d75.7387419!16s%2Fg%2F11l5blkd0p!19sChIJFxBvW0m1bTkRGPRxNdG5ZLc?authuser=0&hl=en&rclk=1","HOPE Hospitals, Vaishali Nagar","4.7","(1,048)","Hospital","·","","·","10/12-14, Sector 10, Akshardham Mandir Circle, Chitrakoot Marg, near Akshardham Temple","Open 24 hours","","·","073003 33777","https://www.hopehospitaljaipur.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""...","doctor","and nurses were friendly totally recommended"""
"https://www.google.com/maps/place/SK+Clinics+-+Best+Dental+clinic+in+Vaishali+Nagar+%7C+Physiotherapist+clinic+in+Vaishali+Nagar/data=!4m7!3m6!1s0x396db53ce9e301bb:0xa8c079f4efbd8ba8!8m2!3d26.8968913!4d75.7385267!16s%2Fg%2F11t9r0129g!19sChIJuwHj6Ty1bTkRqIu97_R5wKg?authuser=0&hl=en&rclk=1","SK Clinics - Best Dental clinic in Vaishali Nagar | Physiotherapist clinic in Vaishali Nagar","5.0","(120)","Dental clinic","·","","G2, Star Apartments, 6/401, near SBI bank","·","Closed","· Opens 9 am","","087702 77445","https://www.instagram.com/skclinic.in?igsh=MThvYms3eTlteGh6cg==","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr.+Shubhangi+Soora+-+Best+PCOD%2FPCOS+Treatment+Vaishali+Nagar+%7C+Gynaecologist+clinic+in+vaishali+nagar/data=!4m7!3m6!1s0x396db378327c81b7:0x48ef3e98954559ba!8m2!3d26.9165656!4d75.7418411!16s%2Fg%2F11z24320qg!19sChIJt4F8MnizbTkRullFlZg-70g?authuser=0&hl=en&rclk=1","Dr. Shubhangi Soora - Best PCOD/PCOS Treatment Vaishali Nagar | Gynaecologist clinic in vaishali nagar","5.0","(9)","Obstetrician-gynecologist","·","","52, Parijat Lane, near Hanuman Vatika Public Park","Closed","· Opens 8:30 am","·","","077259 79063","","","Directions","","","","On-site services","",""
"https://www.google.com/maps/place/Dr.+Rajesh+Sharma+Chikitsalaya/data=!4m7!3m6!1s0x396db4a9c70a0873:0xaaefd6d9ce7345fe!8m2!3d26.9020352!4d75.733854!16s%2Fg%2F11c67sfsm5!19sChIJcwgKx6m0bTkR_kVzztnW76o?authuser=0&hl=en&rclk=1","Dr. Rajesh Sharma Chikitsalaya","4.9","(21)","Medical clinic","·","","B-2/521, North-West Corner Pratap Stadium","Closed","· Opens 9 am","·","","098285 30884","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr Rajesh sharma is excellent doctor .""","",""
"https://www.google.com/maps/place/Skinaa+Clinic+-+Dr.+Atul+Jain/data=!4m7!3m6!1s0x396db4982a677c81:0xe13f034f6e50c927!8m2!3d26.9016214!4d75.7337878!16s%2Fg%2F11clyd83k0!19sChIJgXxnKpi0bTkRJ8lQbk8DP-E?authuser=0&hl=en&rclk=1","Skinaa Clinic - Dr. Atul Jain","4.8","(3,903)","Skin care clinic","·","","·","B4-176A, Near One stop Cafe opposite to Chitrakoot Stadium Chitrakoot","Closed","· Opens 10:30 am","·","096492 19219","https://www.skinaa.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr.+Puspa+Nagar/data=!4m7!3m6!1s0x396db4a28d3896b9:0x8daaad89cbb7a1e7!8m2!3d26.9032939!4d75.7356255!16s%2Fg%2F11f1nc45_4!19sChIJuZY4jaK0bTkR56G3y4mtqo0?authuser=0&hl=en&rclk=1","Dr. Puspa Nagar","3.4","(177)","Hospital","·","","WP3P+876, Roshan Marg","Closed","· Opens 3 pm","","","","","","Directions","","","","On-site services","",""
"https://www.google.com/maps/place/Dr.+Kailash+Maharania/data=!4m7!3m6!1s0x396db58eb9e3d883:0x5bddb45d69a30b9e!8m2!3d26.9054599!4d75.7352795!16s%2Fg%2F11fkqbbjhn!19sChIJg9jjuY61bTkRngujaV203Vs?authuser=0&hl=en&rclk=1","Dr. Kailash Maharania","4.9","(230)","Dermatologist","·","","House No. C-2/29, Narayani Path, Sector no. 2, Chitrakoot Scheme Roshan Marg, Gandhi Path Rd","·","Closed","· Opens 10 am","","099295 97694","https://maharaniaskinclinic.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/The+Laduna+Homoeopathic+Clinic/data=!4m7!3m6!1s0x396db4a241d44b4d:0xcea7ba8155e3681b!8m2!3d26.9051905!4d75.7356545!16s%2Fg%2F11bbrjptcc!19sChIJTUvUQaK0bTkRG2jjVYG6p84?authuser=0&hl=en&rclk=1","The Laduna Homoeopathic Clinic","4.8","(456)","Homeopath","·","","·","B-2/426, Chitrakoot Marg","Closed","· Opens 8 am","·","0141 244 0515","http://www.akladuna.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good Treatment, and","Doctor","knowledge excellent,  staff are so good"""
"https://www.google.com/maps/place/Dr.+Archana%E2%80%99s+skin+%26+cosmetic+clinic/data=!4m7!3m6!1s0x396db4a2b9154441:0x97f43781473722c5!8m2!3d26.9046844!4d75.7359488!16s%2Fg%2F1tjkd659!19sChIJQUQVuaK0bTkRxSI3R4E39Jc?authuser=0&hl=en&rclk=1","Dr. Archana’s skin & cosmetic clinic","3.4","(118)","Dermatologist","·","","1/60 Roshan Marg near chitrakoot stadium Chitrakoot","Closed","· Opens 11 am","·","","098292 12871","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very good diagnosis and treatment.""","",""
"https://www.google.com/maps/place/Dr.+Dorwal%27s+Dental+Hospital/data=!4m7!3m6!1s0x396db49dc68497ad:0x43743f2f87db1e49!8m2!3d26.912272!4d75.741577!16s%2Fg%2F11txvmnyx_!19sChIJrZeExp20bTkRSR7bhy8_dEM?authuser=0&hl=en&rclk=1","Dr. Dorwal's Dental Hospital","4.9","(896)","Dental clinic","·","","·","C-382, near Amrapali Circle","Closed","· Opens 9 am","·","098295 57532","http://bestdentistinjaipur.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Polite behaviour caring staff excellent treatment""","",""
"https://www.google.com/maps/place/Dr+Shubhi%E2%80%99s+Fortitude+Ayush+Clinic+-+Best+PCOD%2FPCOS+Ayurvedic+Treatment+Vaishali+Nagar+%7C+Ayurvedic+clinic+in+vaishali+nagar/data=!4m7!3m6!1s0x396db5726f1039ad:0x98f4a5d979449a86!8m2!3d26.9136817!4d75.7370662!16s%2Fg%2F11qn9qqcll!19sChIJrTkQb3K1bTkRhppEedml9Jg?authuser=0&hl=en&rclk=1","Dr Shubhi’s Fortitude Ayush Clinic - Best PCOD/PCOS Ayurvedic Treatment Vaishali Nagar | Ayurvedic clinic in vaishali nagar","4.9","(56)","Obstetrician-gynecologist","·","","GATE-2, VAISHALI NAGAR, PLOT -164","·","Closed","· Opens 3 pm","","088245 13602","http://drshubhibhalla.in/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""When followed her prescription my pcod was cured in 2 months .""","",""
"https://www.google.com/maps/place/Dr+Nidhi+Kabra+-+best+gynecologist+in+vaishali+nagar+jaipur/data=!4m7!3m6!1s0x396db50c737d432b:0xca9d390153a28741!8m2!3d26.9037542!4d75.7356466!16s%2Fg%2F11qycyjw1s!19sChIJK0N9cwy1bTkRQYeiUwE5nco?authuser=0&hl=en&rclk=1","Dr Nidhi Kabra - best gynecologist in vaishali nagar jaipur","4.8","(490)","Gynecologist","·","","·","Unit G1 ground floor B-2/440 chitrakoot Roshan Marg, Chitrakoot","Closed","· Opens 8 am","·","099295 84648","https://drnidhikabra.com/","","Website","","Directions","","On-site services","",""
"https://www.google.com/maps/place/Dr.+B.+Lal+Clinical+Laboratory+-+Roshan+Marg,+Vaishali+Nagar/data=!4m7!3m6!1s0x396db4a241e73e2b:0x8cddb24b36d4d383!8m2!3d26.9051612!4d75.7355593!16s%2Fg%2F11bw2fx1qm!19sChIJKz7nQaK0bTkRg9PUNkuy3Yw?authuser=0&hl=en&rclk=1","Dr. B. Lal Clinical Laboratory - Roshan Marg, Vaishali Nagar","4.8","(123)","Diagnostic center","·","","Laduna Homoeopathic Clinic, B-2/426,, Roshan Marg, Vaishali Nagar","·","Closed","· Opens 7:30 am","","091661 25555","https://blallab.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Services are gud and proper hygienic lab to visit""","",""
"https://www.google.com/maps/place/Dr+Sunil+Kothiwala/data=!4m7!3m6!1s0x396db5775f8243a5:0xc8f7e15c60b80d5b!8m2!3d26.911391!4d75.7501828!16s%2Fg%2F11mn88f67d!19sChIJpUOCX3e1bTkRWw24YFzh98g?authuser=0&hl=en&rclk=1","Dr Sunil Kothiwala","4.8","(130)","Dermatologist","·","","159, Second Floor, Amrapali Marg","·","Closed","· Opens 5 pm Wed","","085618 22225","https://drkothiwalaskineva.com/dermatologist-skin-specialist-in-vaishali-nagar/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""My fungal infection healed completely, and I am now fully recovered.""","",""
"https://www.google.com/maps/place/DR.+HOMOEOPATH/data=!4m7!3m6!1s0x396db37d52417f17:0x6b2091cece23a44c!8m2!3d26.9141778!4d75.7379423!16s%2Fg%2F11jpr1klr7!19sChIJF39BUn2zbTkRTKQjzs6RIGs?authuser=0&hl=en&rclk=1","DR. HOMOEOPATH","4.9","(59)","Homeopath","·","","A-254, behind national handloom corporation","Closed","· Opens 5 pm","·","","083697 74570","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","clinic","is well maintained, clean and hygienic"""
